set_num,theme,name,year,pieces,minifigs,rrp_price,current_value
45815-1,Education,PLAYMAKERS Discover Set,2020,76,47205pb038 47205pb042a 47205pb059 47205pb090,,
51515-1,Mindstorms,Robot Inventor,2020,949,,"$359.99, €359.99 | More",
60241-1,City,Police Dog Unit,2020,67,cty1158 cty1159,"$9.99, €9.99 | More",
60242-1,City,Police Highway Arrest,2020,185,cty1042 cty1108,"$29.99, €19.99 | More",
60243-1,City,Police Helicopter Chase,2020,212,cty1129 cty1130 cty1131 cty1132,"$39.99, €29.99 | More",
60244-1,City,Police Helicopter Transport,2020,317,cty1141 cty1142 cty1143 cty1144,"$49.99, €44.99 | More",
60245-1,City,Police Monster Truck Heist,2020,362,cty1133 cty1134 cty1135 cty1136 cty1137,"$59.99, €49.99 | More",
60246-1,City,Police Station,2020,743,cty1042 cty1123 cty1124 cty1125 cty1126 cty1127 cty1128,"$99.99, €99.99 | More",
60247-1,City,Forest Fire,2020,84,cty1105,"$9.99, €9.99 | More",
60248-1,City,Fire Helicopter Response,2020,93,cty1113 cty1114 cty1115,"$29.99, €19.99 | More",
60249-1,City,Street Sweeper,2020,89,cty1140,"$9.99, €9.99 | More",
60250-1,City,Mail Plane,2020,74,cty1106,"$9.99, €9.99 | More",
60251-1,City,Monster Truck,2020,55,cty1107,"$9.99, €9.99 | More",
60252-1,City,Construction Bulldozer,2020,126,cty1161 cty1162,"$19.99, €19.99 | More",
60253-1,City,Ice-Cream Truck,2020,200,cty1138 cty1139,"$19.99, €19.99 | More",
60254-1,City,Race Boat Transporter,2020,238,cty1111 cty1112,"$29.99, €29.99 | More",
60255-1,City,Stunt Team,2020,62,cty1096 cty1097,"$9.99, €9.74 | More",
60256-1,City,Racing Cars,2020,190,cty1109 cty1110,"$29.99, €19.99 | More",
60257-1,City,Service Station,2020,354,cty1116 cty1117 cty1118 cty1119,"$49.99, €49.99 | More",
60258-1,City,Tuning Workshop,2020,897,cty1094 cty1095 cty1100 cty1101 cty1102 cty1103 cty1104,"$99.99, €99.99 | More",
60260-1,City,Air Race,2020,140,cty1197 cty1198 cty1199,"$39.99, €29.99 | More",
60261-1,City,Central Airport,2020,286,air055 cty1192 cty1193 cty1194 cty1195 cty1196,"$59.99, €49.99 | More",
60262-1,City,Passenger Airplane,2020,669,9  (8 unique to this set),"$99.99, €99.99 | More",
60263-1,City,Ocean Mini-Submarine,2020,41,cty1163,"$9.99, €9.99 | More",
60264-1,City,Ocean Exploration Submarine,2020,286,cty1169 cty1170 cty1171 cty1172,"$39.99, €29.99 | More",
60265-1,City,Ocean Exploration Base,2020,497,cty1164 cty1165 cty1166 cty1167 cty1168,"$79.99, €59.99 | More",
60266-1,City,Ocean Exploration Ship,2020,745,8  (8 unique to this set),"$149.99, €129.99 | More",
60267-1,City,Safari Off-Roader,2020,168,cty1098 cty1099,"$19.99, €19.99 | More",
60268-1,City,LEGO City Advent Calendar,2020,342,cty1012 cty1074 cty1123 cty1207 cty1208 cty1209,"$29.99, €19.49 | More",
60270-1,City,Police Brick Box,2020,301,cty1042 cty1120 cty1121 cty1122,"$39.99, €39.99 | More",
60271-1,City,Main Square,2020,1517,15  (13 unique to this set),"$199.99, €179.99 | More",
60272-1,City,Elite Police Boat Transport,2020,166,cty1201 cty1202,"$29.99, €19.99 | More",
60273-1,City,Elite Police Driller Chase,2020,179,cty1203 cty1204,"$29.99, €19.99 | More",
60274-1,City,Elite Police Lighthouse Capture,2020,189,cty1205 cty1206,"$29.99, €19.99 | More",
66635-1,Marvel Super Heroes,Super mech pack,2020,452,,,
66636-1,City,City 2 in 1 pack,2020,129,,,
66637-1,City,City 2 in 1 pack,2020,173,,,
66640-1,City,Vehicle Bundle 2 in 1,2020,158,,,
66642-1,Dots,Ultimate Designer Kit,2020,388,,,
66643-1,City,3-in-1 Bundle Pack,2020,377,,,
66645-1,City,Space Bundle 2 in 1,2020,286,,,
66646-1,Minecraft,Minecraft Bundle 2 in 1,2020,396,,,
66647-1,Speed Champions,Speed Champions Bundle 2 in 1,2020,396,,,
66648-1,Promotional,Swing Ride,2020,106,,,
66649-1,Promotional,Carousel,2020,109,,,
66650-1,Promotional,Ferris Wheel,2020,109,,,
66651-1,Promotional,Roller Coaster,2020,109,,,
70427-1,Hidden Side,Welcome to the Hidden Side,2020,189,hs031 hs032 hs033 hs034,"$19.99, €19.49 | More",
70428-1,Hidden Side,Jack's Beach Buggy,2020,170,hs046 hs047 hs048,"$19.99, €19.49 | More",
70429-1,Hidden Side,El Fuego's Stunt Plane,2020,295,hs043 hs044 hs045,"$29.99, €29.23 | More",
70430-1,Hidden Side,Newbury Subway,2020,348,hs049 hs050 hs051,"$29.99, €29.23 | More",
70431-1,Hidden Side,The Lighthouse of Darkness,2020,540,gen047 hs052 hs053 hs054 hs055,"$49.99, €48.73 | More",
70432-1,Hidden Side,Haunted Fairground,2020,466,hs035 hs036 hs037 hs038 hs039,"$49.99, €48.73 | More",
70433-1,Hidden Side,J.B.'s Submarine,2020,224,hs058 hs060 hs075,"$19.99, €19.49 | More",
70434-1,Hidden Side,Supernatural Race Car,2020,244,hs047 hs069 hs074,"$29.99, €29.23 | More",
70435-1,Hidden Side,Newbury Abandoned Prison,2020,400,hs043 hs061 hs062 hs063,"$39.99, €38.98 | More",
70436-1,Hidden Side,Phantom Fire Truck 3000,2020,760,hs036 hs050 hs070 hs071 hs072 hs073,"$59.99, €69.99 | More",
70437-1,Hidden Side,Mystery Castle,2020,1035,hs053 hs065 hs066 hs067 hs074,"$99.99, €97.47 | More",
70685-1,Ninjago,Spinjitzu Burst - Cole,2020,48,njo0612,"$9.99, €9.99 | More",
70686-1,Ninjago,Spinjitzu Burst - Kai,2020,48,njo0620,"$9.99, €9.99 | More",
70687-1,Ninjago,Spinjitzu Burst Lloyd,2020,48,njo0619,"$9.99, €9.99 | More",
71026-0,Collectable Minifigures,LEGO Minifigures - DC Super Heroes Series {Random Bag},2020,,,,
71026-1,Collectable Minifigures,Mister Miracle,2020,10,colsh01,$4.99,
71026-2,Collectable Minifigures,Wonder Woman,2020,9,colsh02,$4.99,
71026-3,Collectable Minifigures,Aquaman,2020,8,colsh03,$4.99,
71026-4,Collectable Minifigures,Stargirl,2020,9,colsh04,$4.99,
71026-5,Collectable Minifigures,Sinestro,2020,10,colsh05,$4.99,
71026-6,Collectable Minifigures,Cheetah,2020,9,colsh06,$4.99,
71026-7,Collectable Minifigures,Superman,2020,9,colsh07,$4.99,
71026-8,Collectable Minifigures,Green Lantern,2020,9,colsh08,$4.99,
71026-9,Collectable Minifigures,Cyborg,2020,8,colsh09,$4.99,
71026-10,Collectable Minifigures,Batman,2020,10,colsh10,$4.99,
71026-11,Collectable Minifigures,Huntress,2020,10,colsh11,$4.99,
71026-12,Collectable Minifigures,Metamorpho,2020,7,colsh12,$4.99,
71026-13,Collectable Minifigures,Joker,2020,11,colsh13,$4.99,
71026-14,Collectable Minifigures,Bumblebee,2020,10,colsh14,$4.99,
71026-15,Collectable Minifigures,Flash,2020,10,colsh15,$4.99,
71026-16,Collectable Minifigures,Bat-Mite,2020,9,colsh16,"$4.99, €3.99 | More",
71026-17,Collectable Minifigures,LEGO Minifigures - DC Super Heroes Series - Complete,2020,148,16,,
71026-18,Collectable Minifigures,LEGO Minifigures - DC Super Heroes Series - Sealed Box,2020,,,,
71027-0,Collectable Minifigures,LEGO Minifigures - Series 20 {Random Bag},2020,,,$4.99,
71027-1,Collectable Minifigures,Piñata Boy,2020,9,col358,$4.99 | More,
71027-2,Collectable Minifigures,Breakdancer,2020,8,col359,$4.99,
71027-3,Collectable Minifigures,Pea Pod Costume Girl,2020,6,col360,$4.99,
71027-4,Collectable Minifigures,Tournament Knight,2020,8,col361,$4.99,
71027-5,Collectable Minifigures,Pirate Girl,2020,7,col362,$4.99,
71027-6,Collectable Minifigures,Space Fan,2020,10,col363,$4.99,
71027-7,Collectable Minifigures,Llama Costume Girl,2020,7,col364,"$4.99, €3.99 | More",
71027-8,Collectable Minifigures,Viking,2020,9,col365,$4.99,
71027-9,Collectable Minifigures,Super Warrior,2020,6,col366,$4.99,
71027-10,Collectable Minifigures,Martial Arts Boy,2020,6,col367,$4.99,
71027-11,Collectable Minifigures,Athlete,2020,8,col368,$4.99,
71027-12,Collectable Minifigures,Marine Biologist,2020,12,col369,$4.99,
71027-13,Collectable Minifigures,Anniversary Brick Suit Guy,2020,6,col370,$4.99,
71027-14,Collectable Minifigures,80s Musician,2020,6,col371,$4.99,
71027-15,Collectable Minifigures,Pyjama Girl,2020,6,col372,$4.99,
71027-16,Collectable Minifigures,Drone Pilot,2020,13,col373,$4.99,
71027-17,Collectable Minifigures,LEGO Minifigures - Series 20 - Complete,2020,127,16,,
71027-18,Collectable Minifigures,LEGO Minifigures - Series 20 - Sealed Box,2020,,,,
71028-0,Collectable Minifigures,LEGO Minifigures - Harry Potter Series 2 {Random bag},2020,,,$4.99,
71028-1,Collectable Minifigures,Harry Potter,2020,9,colhp23,$4.99,
71028-2,Collectable Minifigures,Albus Dumbledore,2020,8,colhp24,$4.99,
71028-3,Collectable Minifigures,Hermione Granger,2020,7,colhp25,$4.99,
71028-4,Collectable Minifigures,Ron Weasley,2020,7,colhp26,$4.99,
71028-5,Collectable Minifigures,Luna Lovegood,2020,6,colhp27,$4.99,
71028-6,Collectable Minifigures,Griphook,2020,7,colhp28,$4.99,
71028-7,Collectable Minifigures,Lily Potter,2020,7,colhp29 colhp39,$4.99,
71028-8,Collectable Minifigures,James Potter,2020,8,colhp30,$4.99,
71028-9,Collectable Minifigures,Ginny Weasley,2020,8,colhp31,$4.99,
71028-10,Collectable Minifigures,Fred Weasley,2020,6,colhp32,$4.99,
71028-11,Collectable Minifigures,George Weasley,2020,7,colhp33,$4.99,
71028-12,Collectable Minifigures,Bellatrix Lestrange,2020,8,colhp34,$4.99,
71028-13,Collectable Minifigures,Kingsley Shacklebolt,2020,8,colhp35,$4.99,
71028-14,Collectable Minifigures,Moaning Myrtle,2020,8,colhp36,$4.99,
71028-15,Collectable Minifigures,Professor Pomona Sprout,2020,9,colhp37,$4.99,
71028-16,Collectable Minifigures,Neville Longbottom,2020,9,colhp38,$4.99,
71028-17,Collectable Minifigures,LEGO Minifigures - Harry Potter Series 2 - Complete,2020,122,17,$4.99,
71028-18,Collectable Minifigures,LEGO Minifigures - Harry Potter Series 2 - Sealed Box,2020,,,"$4.99, €3.89 | More",
71360-1,Super Mario,Adventures with Mario,2020,231,mar0003 mar0007 mar0022,"$59.99, €59.99 | More",
71361-0,Super Mario,Character Pack Series 1 {Random bag},2020,,,$4.99,
71361-1,Super Mario,Paragoomba,2020,24,mar0025,$4.99,
71361-2,Super Mario,Fuzzy,2020,29,mar0021,$4.99,
71361-3,Super Mario,Spiny,2020,20,mar0028,$4.99,
71361-4,Super Mario,Buzzy Beetle,2020,16,mar0017,$4.99,
71361-5,Super Mario,Bullet Bill,2020,25,mar0016,$4.99,
71361-6,Super Mario,Bob-omb,2020,22,mar0014,$4.99,
71361-7,Super Mario,Eep Cheep,2020,26,mar0020,$4.99,
71361-8,Super Mario,Blooper,2020,20,mar0013,$4.99,
71361-9,Super Mario,Urchin,2020,27,mar0032,$4.99,
71361-10,Super Mario,Peepa,2020,21,mar0026,"$4.99, €3.89 | More",
71361-11,Super Mario,Character Pack Series 1 - Complete,2020,230,10,,
71361-12,Super Mario,Character Pack Series 1 - Sealed Box,2020,,,"$4.99, €3.89 | More",
71362-1,Super Mario,Guarded Fortress,2020,468,mar0014 mar0037 mar0039,"$49.99, €49.99 | More",
71363-1,Super Mario,Desert Pokey,2020,180,mar0008 mar0019,"$19.99, €19.99 | More",
71364-1,Super Mario,Whomp's Lava Trouble,2020,133,mar0033 mar0038,"$19.99, €19.99 | More",
71365-1,Super Mario,Piranha Plant Power Slide,2020,217,mar0006 mar0023 mar0027,"$29.99, €29.99 | More",
71366-1,Super Mario,Boomer Bill Barrage,2020,132,mar0009 mar0015 mar0061,"$29.99, €29.99 | More",
71367-1,Super Mario,Mario's House & Yoshi,2020,205,mar0012 mar0024,"$29.99, €29.99 | More",
71368-1,Super Mario,Toad's Treasure Hunt,2020,464,mar0010 mar0011 mar0018 mar0034,"$69.99, €79.99 | More",
71369-1,Super Mario,Bowser's Castle Boss Battle,2020,1010,mar0001 mar0002 mar0004 mar0038,"$99.99, €99.99 | More",
71370-1,Super Mario,Fire Mario Power-Up Pack,2020,11,,"$9.99, €9.99 | More",
71371-1,Super Mario,Propeller Mario Power-Up Pack,2020,13,,"$9.99, €9.99 | More",
71372-1,Super Mario,Cat Mario Power-Up Pack,2020,11,,"$9.99, €9.99 | More",
71373-1,Super Mario,Builder Mario Power-Up Pack,2020,10,,"$9.99, €9.99 | More",
71374-1,Super Mario,Nintendo Entertainment System,2020,2646,mar0036,"$269.99, €269.99 | More",
71376-1,Super Mario,Thwomp Drop,2020,393,mar0031 mar0040,"$39.99, €39.99 | More",
71377-1,Super Mario,King Boo and the Haunted Yard,2020,431,mar0005 mar0030 mar0035,"$49.99, €49.99 | More",
71699-1,Ninjago,Thunder Raider,2020,576,njo0501 njo0574 njo0575 njo0576 njo0577,"$49.99, €48.73 | More",
71700-1,Ninjago,Jungle Raider,2020,127,njo0574,"$9.99, €9.99 | More",
71701-1,Ninjago,Kai's Fire Dragon,2020,81,njo0492 njo0596,"$19.99, €19.99 | More",
71702-1,Ninjago,Golden Mech,2020,489,njo0495 njo0580 njo0581 njo0584,"$39.99, €38.98 | More",
71703-1,Ninjago,Storm Fighter Battle,2020,165,njo0489 njo0492 njo0497,"$29.99, €29.99 | More",
71704-1,Ninjago,Kai Fighter,2020,513,njo0574a njo0577 njo0629 njo0630,"$39.99, €39.99 | More",
71705-1,Ninjago,Destiny's Bounty,2020,1781,njo0495 njo0613 njo0614 njo0615 njo0616 njo0617 njo0618,"$129.99, €129.99 | More",
71706-1,Ninjago,Cole's Speeder Car,2020,52,njo0578 njo0579,"$9.99, €9.99 | More",
71707-1,Ninjago,Kai's Mech Jet,2020,217,njo0564 njo0568,"$19.99, €19.99 | More",
71708-1,Ninjago,Gamer's Market,2020,218,9  (6 unique to this set),"$29.99, €34.99 | More",
71709-1,Ninjago,Jay and Lloyd's Velocity Racers,2020,322,njo0563 njo0570 njo0573,"$29.99, €29.99 | More",
71710-1,Ninjago,Ninja Tuner Car,2020,419,njo0566 njo0568 njo0585,"$39.99, €39.99 | More",
71711-1,Ninjago,Jay's Cyber Dragon,2020,518,njo0563 njo0564 njo0572 njo0573 njo0586,"$49.99, €49.99 | More",
71712-1,Ninjago,Empire Temple of Madness,2020,810,njo0563 njo0566 njo0570 njo0587 njo0588 njo0593,"$79.99, €79.99 | More",
71713-1,Ninjago,Empire Dragon,2020,286,njo0568 njo0570 njo0572,"$29.99, €29.23 | More",
71714-1,Ninjago,Kai Avatar - Arcade Pod,2020,49,njo0567 njo0568,"$9.99, €9.74 | More",
71715-1,Ninjago,Jay Avatar - Arcade Pod,2020,47,njo0563 njo0569,"$9.99, €9.74 | More",
71716-1,Ninjago,Lloyd Avatar - Arcade Pod,2020,48,njo0570 njo0571,"$9.99, €9.74 | More",
71717-1,Ninjago,Journey to the Skull Dungeons,2020,401,njo0601 njo0602 njo0603 njo0604,"$29.99, €24.99 | More",
71718-1,Ninjago,Wu's Battle Dragon,2020,321,njo0599 njo0600,"$19.99, €19.99 | More",
71719-1,Ninjago,Zane's Mino Creature,2020,616,njo0600 njo0621 njo0622 njo0625,"$49.99, €49.99 | More",
71720-1,Ninjago,Fire Stone Mech,2020,968,njo0603 njo0604 njo0605 njo0606 njo0609,"$69.99, €69.99 | More",
71721-1,Ninjago,Skull Sorcerer's Dragon,2020,1016,njo0601 njo0604 njo0605 njo0607 njo0608 njo0610,"$79.99, €79.99 | More",
71722-1,Ninjago,Skull Sorcerer's Dungeons,2020,1171,8  (2 unique to this set),"$99.99, €99.99 | More",
75263-1,Star Wars,Resistance Y-wing Microfighter,2020,86,sw1050,"$9.99, €9.74 | More",
75264-1,Star Wars,Kylo Ren's Shuttle Microfighter,2020,72,sw1072,"$9.99, €9.74 | More",
75265-1,Star Wars,T-16 Skyhopper vs Bantha Microfighters,2020,198,sw1073 sw1074,"$19.99, €19.49 | More",
75266-1,Star Wars,Sith Troopers Battle Pack,2020,105,sw1065 sw1075 sw1076,"$14.99, €14.99 | More",
75267-1,Star Wars,Mandalorian Battle Pack,2020,102,sw1077 sw1078 sw1079 sw1080,"$14.99, €14.99 | More",
75268-1,Star Wars,Snowspeeder,2020,91,sw1009 sw1081,"$19.99, €19.99 | More",
75269-1,Star Wars,Duel on Mustafar,2020,208,sw1082 sw1083,"$19.99, €24.99 | More",
75270-1,Star Wars,Obi-Wan's Hut,2020,200,sw0778 sw1074 sw1084 sw1085,"$29.99, €29.99 | More",
75271-1,Star Wars,Luke Skywalker's Landspeeder,2020,236,sw0700 sw0897 sw1086,"$29.99, €29.99 | More",
75272-1,Star Wars,Sith TIE Fighter,2020,470,sw0902 sw1066 sw1087,"$79.99, €69.99 | More",
75273-1,Star Wars,Poe Dameron's X-wing Fighter,2020,761,sw0931 sw1085 sw1088 sw1089,"$89.99, €99.99 | More",
75274-1,Star Wars,TIE Fighter Pilot Helmet,2020,724,,"$59.99, €59.99 | More",
75275-1,Star Wars,A-wing Starfighter,2020,1673,sw1092,"$199.99, €199.99 | More",
75276-1,Star Wars,Stormtrooper Helmet,2020,647,,"$59.99, €59.99 | More",
75277-1,Star Wars,Boba Fett Helmet,2020,625,,"$59.99, €59.99 | More",
75278-1,Star Wars,D-O,2020,519,sw1051,"$69.99, €69.99 | More",
75279-1,Star Wars,LEGO Star Wars Advent Calendar,2020,311,10  (5 unique to this set),"$39.99, €29.23 | More",
75280-1,Star Wars,501st Legion Clone Troopers,2020,285,sw0001c sw1093 sw1094,"$29.99, €29.99 | More",
75281-1,Star Wars,Anakin's Jedi Interceptor,2020,248,sw1085 sw1095,"$29.99, €29.99 | More",
75283-1,Star Wars,Armored Assault Tank (AAT),2020,286,sw0996 sw1096 sw1097,"$39.99, €39.99 | More",
75284-1,Star Wars,Knights of Ren Transport Ship,2020,595,sw1054 sw1098 sw1099,"$69.99, €69.99 | More",
75286-1,Star Wars,General Grievous's Starfighter,2020,487,sw0515 sw1082 sw1100,"$79.99, €79.99 | More",
75288-1,Star Wars,AT-AT,2020,1267,sw0991 sw1101 sw1102 sw1103 sw1104 sw1105,"$169.99, €169.99 | More",
75290-1,Star Wars,Mos Eisley Cantina,2020,3187,21  (9 unique to this set),"$399.99, €399.99 | More",
75291-1,Star Wars,Death Star Final Duel,2020,775,sw0521b sw0635 sw1106 sw1107,"$99.99, €99.99 | More",
75292-1,Star Wars,The Razor Crest,2020,1023,sw1057 sw1113 sw1114 sw1115 sw1116,"$139.99, €139.99 | More",
75293-1,Star Wars,Resistance I-TS Transport,2020,932,sw1108 sw1109 sw1110 sw1111,"$99.99, €99.99 | More",
75294-1,Star Wars,Bespin Duel,2020,295,sw0971 sw1112,$39.99,
75317-1,BrickHeadz,The Mandalorian & The Child,2020,295,,"$19.99, €19.99 | More",
75318-1,Star Wars,The Child,2020,1073,sw1113,"$89.99, €89.99 | More",
75549-1,Despicable Me,Unstoppable Bike Chase,2020,136,mnn004 mnn005 mnn006,"$19.99, €19.99 | More",
75551-1,Despicable Me,Brick-built Minions and their Lair,2020,876,mnn001 mnn002 mnn003,"$49.99, €49.99 | More",
75939-1,Jurassic World,Dr. Wu's Lab: Baby Dinosaurs Breakout,2020,164,jw066 jw068,"$19.99, €19.99 | More",
75940-1,Jurassic World,Gallimimus and Pteranodon Breakout,2020,391,jw021 jw066 jw067,"$49.99, €59.99 | More",
75941-1,Jurassic World,Indominus rex vs. Ankylosaurus,2020,537,jw023 jw062 jw063 jw064 jw065,"$99.99, €99.99 | More",
75942-1,Jurassic World,Velociraptor: Biplane Rescue Mission,2020,101,jw054 jw066,"$29.99, €29.99 | More",
75966-1,Harry Potter,Hogwarts Room of Requirement,2020,193,hp238 hp239 hp240 hp241,"$19.99, €19.99 | More",
75967-1,Harry Potter,Forbidden Forest: Umbridge's Encounter,2020,253,hp213 hp234 hp235 hp236a,"$29.99, €29.99 | More",
75968-1,Harry Potter,4 Privet Drive,2020,797,hp142 hp215 hp216 hp217 hp224 hp233,"$79.99, €79.99 | More",
75969-1,Harry Potter,Hogwarts Astronomy Tower,2020,971,8  (8 unique to this set),"$99.99, €99.99 | More",
75978-1,Harry Potter,Diagon Alley,2020,5544,17  (15 unique to this set),"$449.99, €449.99 | More",
75979-1,Harry Potter,Hedwig,2020,630,hp237,"$39.99, €39.99 | More",
75980-1,Harry Potter,Attack on the Burrow,2020,1047,8  (7 unique to this set),"$99.99, €99.99 | More",
75981-1,Harry Potter,LEGO Harry Potter Advent Calendar,2020,335,hp184 hp185 hp186 hp259 hp260 hp261,"$39.99, €29.23 | More",
76140-1,Marvel Super Heroes,Iron Man Mech,2020,148,sh0612,"$9.99, €9.99 | More",
76141-1,Marvel Super Heroes,Thanos Mech,2020,152,sh0613,"$9.99, €9.99 | More",
76142-1,Marvel Super Heroes,Avengers Speeder Bike Attack,2020,226,sh0622 sh0623 sh0628,"$19.99, €24.36 | More",
76143-1,Marvel Super Heroes,Avengers Truck Take-down,2020,477,sh0624 sh0625 sh0626 sh0627,"$39.99, €39.99 | More",
76146-1,Marvel Super Heroes,Spider-Man Mech,2020,152,sh0546,"$9.99, €9.99 | More",
76147-1,Marvel Super Heroes,Vulture's Trucker Robbery,2020,93,sh0546 sh0617 sh0618,"$19.99, €24.36 | More",
76148-1,Marvel Super Heroes,Spider-Man vs. Doc Ock,2020,234,sh0536 sh0615 sh0616,"$19.99, €29.23 | More",
76149-1,Marvel Super Heroes,The Menace of Mysterio,2020,163,sh0543 sh0546 sh0620,"$29.99, €34.99 | More",
